mode,entity_type,template,bindings,error
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Chongqing""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Tianjin""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""CITY""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""U.S.A.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""U.S.A.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""U.S.A.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""U.S.A.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Georgia""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Georgia""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""U.S.A.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Arteaga""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Walbrzych""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Poland""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Walbrzych""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Bangalore""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Pillaipakkam Post, Sriperumbudur Ta""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Sriperumbadur.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Chengalpattu, Kanchipuram.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Bangalore-Hyderabad Highway, Ananta""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""panchgaon,Gurgaon.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""WALBRZYCH""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""WALBRZYCH""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""shanghai""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""北京""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""北京市""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""苏州""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""shanghai""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""beijing""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""HERMOSILLO""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Saltillo""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""saltillo""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""RAMOS ARIZPE, COAH""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""RAMOS ARIZPE, COAH""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""RAMOS ARIZPE, COAH""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""RAMOS ARIZPE, COAH""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Wałbrzych""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Wałbrzych""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Suzhou""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""11111""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""11111111""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Walbrzych""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""宁波""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""北京""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""天津""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""天津""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""TianJin""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Seoul""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""CITY""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""address""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""address""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Suzhou""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Suzhou""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Suzhou""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Beijing""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""U.S.A.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""U.S.A.""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""ASFDASDF""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""CN""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""沈阳""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""上海""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""上海""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GERMANY""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_Thai_DE_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""SP,BRAZIL""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""广西""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""湖北""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""上海""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""上海""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""长沙""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GMI_INDIA_DE_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GUNSAN,JEONBUK""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Mexico""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""SP,BRAZIL""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""A.PLUAKDAENG  RAYONG THAILAND""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Saint-Petersburg, Russian Federatio""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM HOLDEN_Australia_DE_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""ON""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM CANADA MSX_CANADA_DE_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""浙江""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""中国重庆""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""DYKMC_JS_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""中国烟台""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""沈阳""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""中国浙江""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""中国黑龙""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""HMMA_SEOHAN(AL)_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""HMMA_MOBIS(RDC)_AS_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""HMMA_MOBIS(AL)_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""HMMA_HCC_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""HMMA_AL_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""HMMA_AAI_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_WENTZVILLE_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Pluakdaeng Rayong""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Bang-pra-in, Ayutthaya""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_SPRING HILL_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_SHREVEPORT_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_SAN LUIS PROTOSI_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Coach,""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_ORION ASSEMBLY_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_NEXTEER_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""SPRINGFIELD, , UNITED STATES""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Milton, CANADA""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_MEXICO_AS_EURO_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""Industrial Toluca""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_MASTER_AS_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_MASTER(EURO)_AS_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_LANSING DELTA_OEM_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
node,City,"UNWIND $rows AS row
    MERGE (n:City {ORT01: row.ORT01})
    SET n += row","{""name"": ""GM_HOLLINGSWORTH_AS_City""}",{code: Neo.ClientError.Statement.SemanticError} {message: Cannot merge the following node because of null property value for 'ORT01': (:City {ORT01: null})}
